"old","new"
"","712905"
"7139","712901"
"7139","712902"
"7139","712614"
"7139","712990"
"7141","713102"
"7141","713103"
"7141","713101"
"7141","713190"
"7141","713104"
"7141","713105"
"7142","713203"
"7142","713205"
"7142","713206"
"7142","713207"
"7142","713202"
"7142","713204"
"7142","713208"
"7142","713290"
"7143","713301"
"7143","713302"
"7143","713303"
"7143","713304"
"7143","713208"
"7143","713390"
"7211","721101"
"7211","721102"
"7211","721103"
"7211","721104"
"7211","721190"
"7211","721105"
"7212","721201"
"7212","721207"
"7212","721208"
"7212","721209"
"7212","721290"
"7212","721204"
"7212","721205"
"7212","721206"
"7213","721304"
"7213","721305"
"7213","721306"
"7213","721302"
"7213","721303"
"7213","721301"
"7214","721402"
"7214","721403"
"7214","721404"
"7214","721405"
"7214","721401"
"7214","721490"
"7215","721501"
"7215","721502"
"7215","721503"
"7215","721504"
"7215","721590"
"7216","754102"
"7216","754105"
"7216","754101"
"7216","754103"
"7216","754104"
"7221","812102"
"7221","722101"
"7221","722102"
"7221","722103"
"7221","722104"
"7221","722190"
"7222","722201"
"7222","722202"
"7222","722203"
"7222","722204"
"7222","722205"
"7222","722206"
"7222","722207"
"7222","722290"
"7223","722301"
"7223","722311"
"7223","722312"
"7223","722314"
"7223","722315"
"7223","722316"
"7223","722390"
"7223","722313"
"7224","722401"
"7224","722402"
"7224","722490"
"7231","723101"
"7231","723102"
"7231","723401"
"7231","723104"
"7231","723105"
"7231","723103"
"7231","834103"
"7231","723106"
"7231","723190"
"7232","723201"
"7232","723202"
"7232","723203"
"7232","723204"
"7232","723290"
"7233","723303"
"7233","723304"
"7233","723305"
"7233","723306"
"7233","723307"
"7233","723311"
"7233","834103"
"7233","723312"
"7233","723302"
"7233","712702"
"7233","723314"
"7233","723316"
"7233","723313"
"7233","723310"
"7233","723301"
"7233","723308"
"7233","723309"
"7233","712701"
"7233","723315"
"7233","723317"
"7233","723390"
"7241","741202"
"7241","741203"
"7241","741204"
"7241","741205"
"7241","741206"
"7241","741290"
"7242","741207"
"7242","741209"
"7242","741210"
"7242","741211"
"7242","741212"
"7242","741213"
"7242","741214"
"7242","741215"
"7242","741216"
"7242","741217"
"7242","741218"
"7242","741219"
"7242","741208"
"7242","741220"
"7242","742115"
"7242","741290"
"7243","741101"
"7243","741102"
"7243","741104"
"7243","741190"
"7244","741301"
"7244","741302"
"7244","741303"
"7244","741304"
"7244","741305"
"7244","741390"
"7251","742103"
"7251","742104"
"7251","742105"
"7251","742106"
"7251","742107"
"7251","742108"
"7251","742109"
"7251","742110"
"7251","742111"
"7251","742112"
"7251","742101"
"7251","742116"
"7251","311402"
"7251","311403"
"7251","742102"
"7251","742113"
"7251","742190"
"7251","742117"
"7252","742201"
"7252","742203"
"7253","742114"
"7311","731101"
"7311","731102"
"7311","731104"
"7311","731105"
"7311","731106"
"7311","731190"
"7312","731201"
"7312","731202"
"7312","731203"
"7312","731204"
"7312","731206"
"7312","731207"
"7312","731290"
"7313","731301"
"7313","331501"
"7313","731302"
"7313","731303"
"7313","731304"
"7313","731305"
"7313","731390"
"7321","731401"
"7321","731402"
"7321","731403"
"7321","731404"
"7321","731405"
"7321","731406"
"7321","731407"
"7321","731408"
"7321","731409"
"7321","731490"
"7322","731501"
"7322","731502"
"7322","731503"
"7322","731504"
"7322","731505"
"7322","731506"
"7322","731507"
"7322","731508"
"7322","731590"
"7323","731603"
"7323","731604"
"7323","731607"
"7323","731690"
"7324","731601"
"7324","731602"
"7324","731605"
"7324","731606"
"7324","731608"
"7324","731609"
"7324","731610"
"7324","731690"
"7331","731701"
"7331","731901"
"7331","731705"
"7331","731902"
"7331","731903"
"7331","731904"
"7331","731990"
"7341","732105"
"7341","732109"
"7341","732290"
"7342","732190"
"7343","732103"
"7343","732104"
"7343","732190"
"7343","732106"
"7343","732107"
"7343","732108"
"7343","732111"
"7343","732112"
"7343","732113"
"7344","732101"
"7344","732102"
"7344","732110"
"7344","732190"
"7345","732302"
"7345","732303"
"7345","732290"
"7346","732202"
"7346","732203"
"7411","751101"
"7411","751103"
"7411","751104"
"7411","751105"
"7411","751106"
"","751107"
"7411","751102"
"7411","751190"
"7412","751201"
"7412","751203"
"7412","751204"
"7412","751202"
"7412","751290"
"7413","751301"
"7413","751302"
"7413","751390"
"7414","751401"
"7414","751402"
"7414","751490"
"7415","751502"
"7415","751504"
"7415","751505"
"7415","751501"
"7415","751503"
"7415","751590"
"7421","752101"
"7421","752102"
"7421","752103"
"7421","752104"
"7421","752105"
"7421","752106"
"7421","752190"
"7422","752201"
"7422","752202"
"7422","752203"
"7422","752205"
"7422","752206"
"7422","752207"
"7422","752208"
"7422","752209"
"7422","752290"
"7422","752204"
"7423","752301"
"7423","752305"
"7423","752306"
"7423","752307"
"7423","752308"
"7423","752309"
"7423","752310"
"7423","752311"
"7423","752312"
"7423","752390"
"7424","731702"
"7424","731703"
"7424","731704"
"7424","731706"
"7424","731707"
"7424","731708"
"7424","731790"
"7431","731805"
"7431","731806"
"7431","731890"
"7432","731801"
"7432","731802"
"7432","731803"
"7432","731804"
"7432","731807"
"7432","731809"
"7432","731890"
"7433","753101"
"7433","753102"
"7433","753103"
"7433","753105"
"7433","753107"
"7433","753108"
"7433","753190"
"7434","753104"
"7434","753106"
"7434","753190"
"7435","753202"
"7435","753201"
"7436","343903"
"7436","753301"
"7436","753302"
"7436","753303"
"7436","753304"
"7436","753305"
"7436","753390"
"7437","753401"
"7437","753402"
"7437","753403"
"7437","753490"
"7441","753502"
"7441","753505"
"7441","753503"
"7441","753504"
"7441","753590"
"7442","753701"
"7442","753702"
"7442","753703"
"7443","753601"
"7443","753603"
"7443","753604"
"7443","753605"
"7443","753606"
"7443","753590"
"8111","811103"
"8111","811104"
"8111","811105"
"8111","811106"
"8111","811110"
"8111","811107"
"8111","811108"
"8111","811109"
"8111","811190"
"8112","811201"
"8112","811202"
"8112","811203"
"8112","811204"
"8113","811301"
"8113","811302"
"8113","811303"
"8113","811390"
"8113","811304"
"","811305"
"8121","812108"
"8121","812110"
"8121","812112"
"8121","812113"
"8121","812116"
"8121","812117"
"8121","812119"
"8121","812120"
"8121","812111"
"8121","812190"
"8122","812105"
"8122","812107"
"8122","812114"
"8122","812115"
"8122","812190"
"8123","812103"
"8123","812109"
"8123","812190"
"8124","812101"
"8124","812104"
"8124","812118"
"8124","812190"
"8131","818101"
"8131","818102"
"8131","818103"
"8131","818104"
"8131","818109"
"8131","818110"
"8131","818111"
"8131","818112"
"8131","818114"
"8131","818121"
"8131","818124"
"8131","818190"
"8132","818106"
"8132","818107"
"8132","818108"
"8132","818113"
"8132","818117"
"8132","818118"
"8132","818119"
"8132","818120"
"8132","818125"
"8132","818126"
"8132","818190"
"8139","818105"
"8139","818122"
"8139","818123"
"8139","818190"
"8141","817201"
"8141","817202"
"8141","817203"
"8141","817204"
"8141","817205"
"8141","817206"
"8141","817207"
"8141","817208"
"8141","817209"
"8141","817290"
"8142","817102"
"8142","817103"
"8142","817107"
"8142","817109"
"8142","817111"
"8142","817112"
"8142","817113"
"8142","817114"
"8142","817190"
"8143","817101"
"8143","817104"
"8143","817105"
"8143","817106"
"8143","817108"
"8143","817110"
"8143","817190"
"8151","813130"
"8151","813131"
"8151","813133"
"8151","813135"
"8151","813190"
"8152","813109"
"8152","813110"
"8152","813190"
"8153","813107"
"8153","813108"
"8153","813129"
"8153","813136"
"8153","813138"
"8153","813190"
"8154","813101"
"8154","813105"
"8154","813106"
"8154","813111"
"8154","813112"
"8154","813137"
"8154","813190"
"8155","813128"
"8156","813121"
"8156","813124"
"8156","813132"
"8156","813190"
"8159","813114"
"8159","813115"
"8159","813116"
"8159","813117"
"8159","813119"
"8159","813125"
"8159","813139"
"8159","813190"
"8161","313101"
"8161","313102"
"8161","313103"
"8161","313104"
"8161","313106"
"8161","313107"
"8161","313108"
"8161","313109"
"8161","313110"
"8161","313105"
"8161","313190"
"8162","818201"
"8162","818202"
"8162","818203"
"8162","818204"
"8162","818205"
"8162","818206"
"8162","818290"
"8163","313201"
"8163","313202"
"8163","313203"
"8163","313204"
"8163","313205"
"8163","313206"
"8163","313207"
"8163","313208"
"8163","313209"
"8163","313290"
"8171","313904"
"8172","313903"
"8211","721202"
"8211","722302"
"8211","722303"
"8211","722304"
"8211","722305"
"8211","722306"
"8211","722308"
"8211","722309"
"8211","722310"
"8211","721203"
"8211","722390"
"8212","811401"
"8212","811402"
"8212","811403"
"8212","811404"
"8212","811405"
"8212","811407"
"8212","811408"
"8212","811409"
"8212","811406"
"8212","811490"
"8221","813113"
"8221","813123"
"8221","813126"
"8221","813127"
"8221","813190"
"8222","813104"
"8222","813118"
"8222","813190"
"8223","812201"
"8223","812202"
"8223","812203"
"8223","812204"
"8223","812205"
"8223","812206"
"8223","812207"
"8223","812290"
"8224","813202"
"8224","813201"
"8224","813290"
"8229","813102"
"8229","813103"
"8229","813120"
"8229","813122"
"8229","813190"
"8231","814101"
"8231","814102"
"8231","814103"
"8231","814104"
"8231","814190"
"8231","814105"
"8232","814201"
"8232","814202"
"8232","814203"
"8232","814205"
"8232","814206"
"8232","814207"
"8232","814204"
"8232","814208"
"","814209"
"8232","814290"
"8241","752302"
"8241","752303"
"8241","752304"
"8241","752390"
"8251","732204"
"8251","732205"
"8251","732206"
"8251","732207"
"8251","732208"
"8251","732290"
"8252","732304"
"8253","814301"
"8253","814302"
"8253","814303"
"8253","814304"
"8253","814305"
"8253","814306"
"8253","814307"
"8253","814308"
"8253","814390"
"8261","815101"
"8261","815102"
"8261","815103"
"8261","815190"
"8262","815201"
"8262","815202"
"8262","815203"
"8262","815290"
"8263","815301"
"8264","815401"
"8264","815701"
"8264","815702"
"8264","815990"
"8265","815501"
"8265","815502"
"8265","815503"
"8265","815590"
"8266","815601"
"8266","815603"
"8266","815604"
"8266","815602"
"8266","815690"
"8269","815901"
"8269","815902"
"8269","815903"
"8269","815904"
"8269","815990"
"8271","816026"
"8271","816028"
"8271","816030"
"8271","816090"
"8272","816005"
"8272","816018"
"8272","816090"
"8273","816011"
"8273","816021"
"8273","816022"
"8273","816023"
"8273","816090"
"8274","816007"
"8274","816009"
"8274","816012"
"8274","816017"
"8274","816090"
"8275","816008"
"8275","816015"
"8275","816024"
"8275","816029"
"8275","816031"
"8275","816090"
"8276","816006"
"8277","816004"
"8277","816020"
"8277","816027"
"8277","816090"
"8278","816001"
"8278","816002"
"8278","816010"
"8278","816013"
"8278","816014"
"8278","816016"
"8278","816019"
"8278","816090"
"8279","816025"
"8281","821101"
"8281","821102"
"8281","821103"
"8281","821104"
"8281","821105"
"8281","821106"
"8281","821107"
"8281","821108"
"8281","821109"
"8281","821110"
"8281","821111"
"8281","821112"
"8281","821113"
"8281","821114"
"8281","821115"
"8281","821116"
"8281","821190"
"8282","821201"
"8282","821202"
"8282","821203"
"8282","821204"
"8282","821205"
"8282","821206"
"8282","821290"
"8283","821301"
"8283","821302"
"8283","821304"
"8283","821305"
"8283","821306"
"8283","821303"
"8283","821390"
"8284","821901"
"8284","821903"
"8284","821906"
"8284","821990"
"8285","821902"
"8285","821905"
"8285","821990"
"8286","821904"
"8287","821907"
"8287","821990"
"8291","818302"
"8291","818901"
"8291","818303"
"8291","818304"
"8291","818902"
"8291","818301"
"8291","818990"
"8311","831102"
"8311","831104"
"8311","831103"
"8311","831107"
"8311","831101"
"8311","831105"
"8311","831106"
"8311","831190"
"8312","831201"
"8312","831204"
"8312","831205"
"8312","831207"
"8312","831208"
"8312","831209"
"8312","831211"
"8312","831202"
"8312","831203"
"8312","831206"
"8312","831210"
"8312","831290"
"8321","832203"
"8321","832205"
"8321","832201"
"8321","832202"
"8321","832204"
"8322","833101"
"8322","833102"
"8322","833103"
"8323","833202"
"8323","833203"
"8323","833201"
"8331","834105"
"8331","834106"
"8331","834107"
"8331","834101"
"8331","834102"
"8331","834104"
"8331","834108"
"8331","834109"
"8331","834110"
"8331","834111"
"8331","834190"
"8332","834201"
"8332","834202"
"8332","834203"
"8332","834204"
"8332","834290"
"8333","834301"
"8333","834302"
"8333","834303"
"8333","834306"
"8333","834307"
"8333","834308"
"8333","834309"
"8333","834311"
"8333","834312"
"8333","834313"
"8333","834314"
"8333","834315"
"8333","834316"
"8333","834317"
"8333","834304"
"8333","834305"
"8333","834310"
"8333","834390"
"8334","834401"
"8341","835001"
"8341","835002"
"8341","835003"
"8341","835004"
"8341","315213"
"8341","315104"
"8341","835090"
"8341","835005"
"9111","952001"
"9111","521201"
"9111","962990"
"9112","524301"
"9112","524403"
"9121","951001"
"9121","951003"
"9121","951004"
"9121","951002"
"9121","951090"
"9131","911101"
"9131","911102"
"9132","911201"
"9132","911202"
"9132","911203"
"9132","941201"
"9132","941101"
"9132","911204"
"9132","911206"
"9132","911207"
"9132","962904"
"9132","524601"
"9132","911205"
"9132","911208"
"9132","912901"
"9132","912902"
"9132","911290"
"9132","933401"
"9132","912903"
"9132","941202"
"9133","912101"
"9133","912102"
"9133","912103"
"9133","962990"
"9141","515301"
"9141","515302"
"9141","515303"
"9141","515390"
"9142","912201"
"9142","912202"
"9142","912301"
"9142","962990"
"9142","962201"
"9151","962101"
"9151","962102"
"9151","962103"
"9151","962104"
"9151","962105"
"9151","541307"
"9151","962107"
"9151","962106"
"9151","832101"
"9151","962190"
"9151","962201"
"9152","962901"
"9152","962902"
"9152","962903"
"9152","541306"
"9152","962905"
"9152","962906"
"9152","962990"
"9153","962301"
"9153","962302"
"9153","962990"
"9161","961101"
"9161","961102"
"9161","961201"
"9161","962990"
"9162","961302"
"9162","961303"
"9162","961301"
"9211","921101"
"9211","921301"
"9211","921201"
"9211","921401"
"9211","921402"
"9211","921403"
"9211","962990"
"9211","754402"
"9211","962201"
"9212","921501"
"9213","921601"
"9213","921502"
"9311","931101"
"9311","931102"
"9311","931190"
"9312","931202"
"9312","931204"
"9312","931205"
"9312","931206"
"9312","931207"
"9312","931201"
"9312","931290"
"9313","931301"
"9321","932901"
"9321","932903"
"9321","932101"
"9321","932911"
"9321","932912"
"9321","754301"
"9321","932913"
"9321","932914"
"9321","932915"
"9321","932902"
"9321","932904"
"9321","932905"
"9321","932906"
"9321","932909"
"9321","932910"
"9321","932907"
"9321","932908"
"9321","932990"
"9331","933201"
"9331","933301"
"9331","933302"
"9331","933304"
"9331","933305"
"9331","933306"
"9331","933307"
"9331","933308"
"9331","933309"
"9331","933202"
"9331","933390"
"9331","933303"
"9331","933101"
"0111","011101"
"0111","021101"
"0111","031101"
"0121","031101"
"0131","031101"
"0141","011101"
"0141","021101"
"0141","031101"
